customer_id,session_id,visit_date,device_type,user_type,marketing_channel,product_id,product_category,unit_price,quantity,discount_percent,discount_amount,revenue,pages_viewed,time_on_site_sec,added_to_cart,purchased,cart_abandoned,rating,review_text,review_helpful_votes,payment_method,visit_day,visit_month,visit_weekday,visit_season,session_duration_bucket,revenue_normalized,location,visit_hour,visit_month_num,time_of_day,session_duration_encoded,price_segment,time_on_site_segment,pages_viewed_segment
5737,10,2024-05-06,0,1,2,386,4,318.62,4,10,127.45,0.0,8,1557,0,0,0,4,1,0,1,6,5,0,1,Very Long,0.0,84,0,5,Night,3,Low,Very High,Medium
9779,11,2024-01-18,0,1,0,594,4,103.54,2,20,41.42,0.0,24,1724,1,0,1,4,1,0,3,18,1,3,3,Very Long,0.0,145,0,1,Night,3,Low,Very High,Very High
7621,12,2024-08-14,1,0,4,379,6,373.33,4,5,74.67,0.0,4,309,0,0,0,4,1,0,5,14,8,2,2,Very Short,0.0,169,0,8,Night,0,Low,Low,Low
7849,13,2024-09-14,0,0,5,786,7,682.23,1,10,68.22,0.0,5,1273,0,0,0,4,1,0,4,14,9,5,0,Long,0.0,155,0,9,Night,2,Medium,High,Low
7456,14,2024-12-16,0,1,0,175,2,837.89,2,25,418.94,0.0,5,1462,0,0,0,4,1,0,5,16,12,0,3,Very Long,0.0,167,0,12,Night,3,High,Very High,Low
8073,15,2024-07-03,1,1,3,766,7,1151.07,2,15,345.32,0.0,16,143,0,0,0,4,1,0,2,3,7,2,2,Very Short,0.0,135,0,7,Night,0,Very High,Low,High
5618,16,2024-04-28,1,1,2,691,0,693.68,1,0,0.0,0.0,10,180,1,0,1,4,1,0,0,28,4,6,1,Very Short,0.0,85,0,4,Night,0,High,Low,Medium
2152,17,2024-11-07,0,0,3,250,1,481.83,4,0,0.0,0.0,19,1019,1,0,1,4,1,0,4,7,11,3,0,Long,0.0,51,0,11,Night,2,Medium,High,High
8556,18,2024-03-31,0,1,1,145,7,687.69,1,0,0.0,0.0,1,200,1,0,1,4,1,0,3,31,3,6,1,Very Short,0.0,25,0,3,Night,0,Medium,Low,Low
5053,19,2024-09-06,1,0,0,525,3,806.73,3,0,0.0,0.0,18,1168,0,0,0,4,1,0,0,6,9,4,0,Long,0.0,194,0,9,Night,2,High,High,High
5502,20,2024-12-10,2,0,4,842,6,1374.55,4,15,824.73,0.0,21,1781,1,0,1,4,1,0,2,10,12,1,3,Very Long,0.0,155,0,12,Night,3,Very High,Very High,Very High
4336,21,2024-01-02,1,1,4,394,1,361.79,4,0,0.0,0.0,18,720,1,0,1,4,1,0,2,2,1,1,3,Short,0.0,197,0,1,Night,1,Low,Medium,High
2642,22,2024-12-03,1,1,5,237,7,557.98,1,15,83.7,0.0,17,1526,1,0,1,4,1,0,2,3,12,1,3,Very Long,0.0,145,0,12,Night,3,Medium,Very High,High
9339,23,2024-03-16,0,0,2,835,2,799.51,1,10,79.95,719.56,22,943,1,1,0,5,4,16,2,16,3,5,1,Long,0.091206384,88,0,3,Night,2,High,High,Very High
8033,24,2024-06-24,1,1,2,567,3,853.62,2,20,341.45,0.0,9,26,1,0,1,4,1,0,4,24,6,0,2,Very Short,0.0,40,0,6,Night,0,High,Low,Medium
6794,25,2024-04-04,1,0,4,367,7,667.9,1,5,33.4,634.5,8,1454,1,1,0,5,5,8,2,4,4,3,1,Very Long,0.080424775,135,0,4,Night,3,Medium,Very High,Medium
4621,26,2024-02-22,1,0,3,376,0,927.81,2,20,371.12,0.0,9,1105,1,0,1,4,1,0,3,22,2,3,3,Long,0.0,136,0,2,Night,2,High,High,Medium
8404,27,2024-09-13,1,1,0,57,1,161.8,3,10,48.54,0.0,7,604,0,0,0,4,1,0,3,13,9,4,0,Short,0.0,36,0,9,Night,1,Low,Medium,Low
5908,28,2024-06-24,0,1,3,750,6,1159.83,4,0,0.0,0.0,11,1396,1,0,1,4,1,0,4,24,6,0,2,Very Long,0.0,62,0,6,Night,3,Very High,Very High,Medium
4990,29,2024-07-04,0,1,1,440,7,1014.28,1,0,0.0,0.0,1,1503,1,0,1,4,1,0,4,4,7,3,2,Very Long,0.0,215,0,7,Night,3,High,Very High,Low
5053,30,2024-06-25,1,1,5,722,1,511.8,4,10,204.72,0.0,12,169,1,0,1,4,1,0,0,25,6,1,2,Very Short,0.0,31,0,6,Night,0,Medium,Low,Medium
3044,31,2024-09-29,0,0,1,207,4,180.12,2,20,72.05,0.0,16,526,1,0,1,4,1,0,0,29,9,6,0,Short,0.0,20,0,9,Night,1,Low,Medium,High
1829,32,2024-12-18,1,0,1,72,4,437.0,4,20,349.6,1398.4,10,610,1,1,0,5,4,4,4,18,12,2,3,Short,0.177251387,104,0,12,Night,1,Medium,Medium,Medium
5990,33,2024-07-06,1,1,2,9,5,560.82,4,0,0.0,0.0,12,689,0,0,0,4,1,0,5,6,7,5,2,Short,0.0,120,0,7,Night,1,Medium,Medium,Medium
8990,34,2024-02-26,0,1,5,551,1,789.99,1,0,0.0,789.99,24,121,1,1,0,4,3,11,0,26,2,0,3,Very Short,0.100133598,176,0,2,Night,0,High,Low,Very High
1574,35,2024-04-29,1,0,5,819,3,837.27,2,10,167.45,0.0,10,415,0,0,0,4,1,0,4,29,4,0,1,Very Short,0.0,152,0,4,Night,0,High,Low,Medium
8723,36,2024-06-30,1,0,4,657,3,855.27,2,15,256.58,0.0,1,541,1,0,1,4,1,0,4,30,6,6,2,Short,0.0,33,0,6,Night,1,High,Medium,Low
8447,37,2024-02-07,1,1,2,604,3,1140.72,3,0,0.0,0.0,1,449,1,0,1,4,1,0,3,7,2,2,3,Very Short,0.0,106,0,2,Night,0,Very High,Low,Low
3490,38,2024-03-24,0,1,2,462,2,1434.14,3,0,0.0,0.0,17,702,1,0,1,4,1,0,4,24,3,6,1,Short,0.0,196,0,3,Night,1,Very High,Medium,High
6684,39,2024-03-14,0,0,2,105,6,1937.8,4,0,0.0,0.0,19,892,0,0,0,4,1,0,3,14,3,3,1,Short,0.0,17,0,3,Night,1,Very High,Medium,High
2486,40,2024-12-21,0,1,3,504,2,986.19,1,0,0.0,986.19,15,1728,1,1,0,1,9,30,0,21,12,5,3,Very Long,0.125002535,25,0,12,Night,3,High,Very High,High
7822,41,2024-05-26,0,1,5,341,3,450.96,4,20,360.77,0.0,11,583,1,0,1,4,1,0,1,26,5,6,1,Short,0.0,99,0,5,Night,1,Medium,Medium,Medium
7304,42,2024-11-16,1,0,3,98,1,384.67,4,5,76.93,0.0,10,1627,1,0,1,4,1,0,3,16,11,5,0,Very Long,0.0,135,0,11,Night,3,Low,Very High,Medium
4190,43,2024-07-20,0,0,1,250,5,464.23,4,20,371.38,1485.54,2,769,1,1,0,5,3,49,4,20,7,5,2,Short,0.188296643,170,0,7,Night,1,Medium,Medium,Low
1611,44,2024-07-03,0,1,0,621,7,829.96,1,20,165.99,0.0,1,36,1,0,1,4,1,0,4,3,7,2,2,Very Short,0.0,32,0,7,Night,0,High,Low,Low
9735,45,2024-12-08,2,1,1,733,0,344.48,3,30,310.03,0.0,14,1518,0,0,0,4,1,0,2,8,12,6,3,Very Long,0.0,82,0,12,Night,3,Low,Very High,High
5010,46,2024-09-09,0,0,4,277,2,1113.7,1,5,55.68,1058.02,18,819,1,1,0,1,8,26,1,9,9,0,0,Short,0.134107203,86,0,9,Night,1,Very High,Medium,High
9037,47,2024-03-28,0,1,4,626,1,601.67,2,10,120.33,1083.01,8,159,1,1,0,5,5,42,4,28,3,3,1,Very Short,0.13727476,7,0,3,Night,0,Medium,Low,Medium
7100,48,2024-04-12,1,1,3,895,6,420.59,2,0,0.0,0.0,1,1736,1,0,1,4,1,0,5,12,4,4,1,Very Long,0.0,3,0,4,Night,3,Medium,Very High,Low
8004,49,2024-08-31,1,1,1,98,3,1472.25,1,15,220.84,0.0,20,361,0,0,0,4,1,0,3,31,8,5,2,Very Short,0.0,206,0,8,Night,0,Very High,Low,Very High
7838,50,2024-01-01,0,0,1,338,2,1963.8,4,10,785.52,0.0,18,1257,1,0,1,4,1,0,3,1,1,0,3,Long,0.0,90,0,1,Night,2,Very High,High,High
2751,51,2024-02-25,2,0,3,5,1,324.28,3,10,97.28,0.0,6,499,1,0,1,4,1,0,0,25,2,6,3,Short,0.0,111,0,2,Night,1,Low,Medium,Low
4274,52,2024-01-28,1,0,3,149,1,182.24,4,0,0.0,0.0,16,434,0,0,0,4,1,0,3,28,1,6,3,Very Short,0.0,15,0,1,Night,0,Low,Low,High
5200,53,2024-09-17,0,1,4,737,1,312.41,4,5,62.48,0.0,13,930,1,0,1,4,1,0,0,17,9,1,0,Long,0.0,3,0,9,Night,2,Low,High,Medium
5479,54,2024-06-10,0,1,1,735,6,1369.26,4,20,1095.41,0.0,7,168,1,0,1,4,1,0,4,10,6,0,2,Very Short,0.0,200,0,6,Night,0,Very High,Low,Low
1394,55,2024-01-05,2,0,4,838,6,488.23,2,10,97.65,0.0,16,1594,1,0,1,4,1,0,3,5,1,4,3,Very Long,0.0,210,0,1,Night,3,Medium,Very High,High
5918,56,2024-09-27,0,1,4,561,5,625.98,1,10,62.6,563.38,5,1242,1,1,0,4,10,23,0,27,9,4,0,Long,0.071410102,92,0,9,Night,2,Medium,High,Low
2388,57,2024-08-27,1,0,3,864,1,162.17,2,0,0.0,0.0,20,1307,0,0,0,4,1,0,2,27,8,1,2,Long,0.0,46,0,8,Night,2,Low,High,Very High
7689,58,2024-09-19,0,1,3,658,7,1003.8,4,0,0.0,0.0,13,1687,1,0,1,4,1,0,4,19,9,3,0,Very Long,0.0,147,0,9,Night,3,High,Very High,Medium
7146,59,2024-02-29,0,1,4,106,7,752.04,2,0,0.0,0.0,19,889,1,0,1,4,1,0,2,29,2,3,3,Short,0.0,137,0,2,Night,1,High,Medium,High
9301,60,2024-11-15,1,0,3,418,3,1493.22,2,0,0.0,0.0,8,1211,1,0,1,4,1,0,2,15,11,4,0,Long,0.0,70,0,11,Night,2,Very High,High,Medium
7702,61,2024-03-06,2,0,4,351,3,702.87,2,10,140.57,0.0,9,508,0,0,0,4,1,0,4,6,3,2,1,Short,0.0,99,0,3,Night,1,High,Medium,Medium
4299,62,2024-07-27,0,0,5,85,0,228.95,1,30,68.68,0.0,20,1223,1,0,1,4,1,0,3,27,7,5,2,Long,0.0,114,0,7,Night,2,Low,High,Very High
9706,63,2024-07-23,0,0,1,109,0,509.21,4,10,203.68,0.0,19,1316,1,0,1,4,1,0,3,23,7,1,2,Long,0.0,179,0,7,Night,2,Medium,High,High
4697,64,2024-03-20,1,1,1,856,0,544.5,3,10,163.35,0.0,6,1456,1,0,1,4,1,0,3,20,3,2,1,Very Long,0.0,202,0,3,Night,3,Medium,Very High,Low
3932,65,2024-05-17,1,0,1,839,7,1191.35,3,0,0.0,0.0,3,1580,0,0,0,4,1,0,3,17,5,4,1,Very Long,0.0,178,0,5,Night,3,Very High,Very High,Low
9148,66,2024-01-20,1,1,0,878,5,1130.83,3,0,0.0,3392.49,23,412,1,1,0,5,10,39,1,20,1,5,3,Very Short,0.430008264,191,0,1,Night,0,Very High,Low,Very High
4333,67,2024-06-21,0,1,0,406,5,311.68,2,20,124.67,498.69,12,1323,1,1,0,5,4,43,2,21,6,4,2,Long,0.063210451,17,0,6,Night,2,Low,High,Medium
1687,68,2024-09-04,2,0,2,333,2,1622.05,4,0,0.0,0.0,3,199,0,0,0,4,1,0,3,4,9,2,0,Very Short,0.0,197,0,9,Night,0,Very High,Low,Low
5225,69,2024-04-22,0,0,2,817,3,830.16,3,15,373.57,0.0,14,1541,1,0,1,4,1,0,5,22,4,0,1,Very Long,0.0,13,0,4,Night,3,High,Very High,High
8160,70,2024-07-15,0,0,3,169,4,377.62,1,0,0.0,377.62,6,734,1,1,0,5,0,42,5,15,7,0,2,Short,0.047864466,224,0,7,Night,1,Low,Medium,Low
2705,71,2024-12-14,0,1,0,408,0,956.9,4,25,956.9,0.0,13,1744,0,0,0,4,1,0,1,14,12,5,3,Very Long,0.0,125,0,12,Night,3,High,Very High,Medium
5166,72,2024-03-26,0,1,5,678,4,453.27,2,0,0.0,0.0,12,1363,1,0,1,4,1,0,4,26,3,1,1,Very Long,0.0,1,0,3,Night,3,Medium,Very High,Medium
2169,73,2024-04-16,1,0,0,81,0,766.88,1,0,0.0,0.0,16,179,1,0,1,4,1,0,5,16,4,1,1,Very Short,0.0,29,0,4,Night,0,High,Low,High
7177,74,2024-02-13,0,0,1,239,4,494.63,4,5,98.93,1879.59,12,637,1,1,0,3,1,3,3,13,2,1,3,Short,0.23824366,15,0,2,Night,1,Medium,Medium,Medium
5280,75,2024-07-16,1,1,1,321,4,361.94,3,30,325.75,760.07,4,1320,1,1,0,5,0,27,3,16,7,1,2,Long,0.096341148,211,0,7,Night,2,Low,High,Low
3971,76,2024-03-15,0,0,4,887,5,1001.55,1,0,0.0,0.0,22,889,0,0,0,4,1,0,2,15,3,4,1,Short,0.0,203,0,3,Night,1,High,Medium,Very High
3041,77,2024-11-07,0,0,2,873,7,205.08,3,20,123.05,0.0,19,1737,0,0,0,4,1,0,2,7,11,3,0,Very Long,0.0,14,0,11,Night,3,Low,Very High,High
6079,78,2024-04-16,1,0,0,209,3,1148.23,1,5,57.41,0.0,1,687,1,0,1,4,1,0,0,16,4,1,1,Short,0.0,36,0,4,Night,1,Very High,Medium,Low
7027,79,2024-08-30,1,0,3,787,5,880.53,2,5,88.05,0.0,23,1701,1,0,1,4,1,0,2,30,8,4,2,Very Long,0.0,66,0,8,Night,3,High,Very High,Very High
9461,80,2024-03-10,0,1,1,550,1,240.22,2,5,24.02,0.0,20,928,0,0,0,4,1,0,2,10,3,6,1,Long,0.0,21,0,3,Night,2,Low,High,Very High
4933,81,2024-04-27,0,1,3,461,3,717.73,1,0,0.0,0.0,17,1243,0,0,0,4,1,0,1,27,4,5,1,Long,0.0,9,0,4,Night,2,High,High,High
2446,82,2024-03-03,1,0,2,185,2,1576.25,4,0,0.0,6305.0,4,1581,1,1,0,3,1,45,3,3,3,6,1,Very Long,0.799177627,46,0,3,Night,3,Very High,Very High,Low
8493,83,2024-07-20,1,0,0,295,5,467.97,3,0,0.0,0.0,13,1088,1,0,1,4,1,0,3,20,7,5,2,Long,0.0,25,0,7,Night,2,Medium,High,Medium
6667,84,2024-01-11,1,1,0,492,5,1155.56,2,5,115.56,0.0,6,33,1,0,1,4,1,0,5,11,1,3,3,Very Short,0.0,6,0,1,Night,0,Very High,Low,Low
7301,85,2024-01-31,1,0,4,147,1,266.92,3,0,0.0,0.0,17,1767,1,0,1,4,1,0,3,31,1,2,3,Very Long,0.0,20,0,1,Night,3,Low,Very High,High
1874,86,2024-07-02,0,1,1,421,0,194.94,2,10,38.99,0.0,2,1623,1,0,1,4,1,0,4,2,7,1,2,Very Long,0.0,17,0,7,Night,3,Low,Very High,Low
3810,87,2024-07-18,2,1,4,123,2,1894.89,2,0,0.0,0.0,19,1343,1,0,1,4,1,0,4,18,7,3,2,Long,0.0,218,0,7,Night,2,Very High,High,High
7909,88,2024-04-30,0,1,5,78,6,1392.83,4,0,0.0,5571.32,16,302,1,1,0,5,0,13,2,30,4,1,1,Very Short,0.70618149,4,0,4,Night,0,Very High,Low,High
8489,89,2024-06-06,0,0,0,139,5,811.02,3,0,0.0,0.0,22,1666,1,0,1,4,1,0,4,6,6,3,2,Very Long,0.0,187,0,6,Night,3,High,Very High,Very High
4916,90,2024-06-01,1,1,1,679,7,267.27,3,5,40.09,0.0,10,240,0,0,0,4,1,0,5,1,6,5,2,Very Short,0.0,63,0,6,Night,0,Low,Low,Medium
8242,91,2024-10-03,0,0,5,478,7,537.22,3,15,241.75,0.0,7,677,1,0,1,4,1,0,1,3,10,3,0,Short,0.0,49,0,10,Night,1,Medium,Medium,Low
8574,92,2024-06-11,1,1,5,741,0,713.73,4,20,570.98,0.0,7,1780,1,0,1,4,1,0,1,11,6,1,2,Very Long,0.0,140,0,6,Night,3,High,Very High,Low
4486,93,2024-11-05,0,1,5,628,0,326.38,1,0,0.0,0.0,18,198,1,0,1,4,1,0,4,5,11,1,0,Very Short,0.0,90,0,11,Night,0,Low,Low,High
9081,94,2024-03-20,1,1,2,41,5,1299.26,3,5,194.89,0.0,21,1026,1,0,1,4,1,0,2,20,3,2,1,Long,0.0,102,0,3,Night,2,Very High,High,Very High
3594,95,2024-03-13,1,0,5,266,2,1315.98,2,15,394.79,0.0,18,1590,0,0,0,4,1,0,4,13,3,2,1,Very Long,0.0,168,0,3,Night,3,Very High,Very High,High
3155,96,2024-05-27,1,1,4,306,0,712.19,1,0,0.0,0.0,23,628,1,0,1,4,1,0,1,27,5,0,1,Short,0.0,34,0,5,Night,1,High,Medium,Very High
7141,97,2024-01-30,1,1,2,884,2,1872.33,4,5,374.47,0.0,2,983,1,0,1,4,1,0,0,30,1,1,3,Long,0.0,197,0,1,Night,2,Very High,High,Low
6730,98,2024-09-01,0,0,2,538,7,850.72,1,15,127.61,0.0,13,1473,1,0,1,4,1,0,4,1,9,6,0,Very Long,0.0,76,0,9,Night,3,High,Very High,Medium
2257,99,2024-05-22,1,1,2,419,1,412.72,1,15,61.91,0.0,24,662,1,0,1,4,1,0,1,22,5,2,1,Short,0.0,35,0,5,Night,1,Medium,Medium,Very High
8493,100,2024-05-13,1,1,5,840,0,988.76,1,20,197.75,0.0,20,906,1,0,1,4,1,0,1,13,5,0,1,Long,0.0,140,0,5,Night,2,High,High,Very High
2798,101,2024-07-13,1,1,0,535,2,1855.47,3,20,1113.28,0.0,2,114,1,0,1,4,1,0,0,13,7,5,2,Very Short,0.0,117,0,7,Night,0,Very High,Low,Low
8243,102,2024-01-30,0,0,5,659,5,1311.93,4,10,524.77,0.0,2,1701,1,0,1,4,1,0,4,30,1,1,3,Very Long,0.0,163,0,1,Night,3,Very High,Very High,Low
1066,103,2024-05-17,0,1,1,481,5,845.68,4,25,845.68,0.0,13,1264,1,0,1,4,1,0,0,17,5,4,1,Long,0.0,77,0,5,Night,2,High,High,Medium
8170,104,2024-12-20,0,0,2,364,0,155.36,3,0,0.0,0.0,17,1774,1,0,1,4,1,0,3,20,12,4,3,Very Long,0.0,140,0,12,Night,3,Low,Very High,High
8081,105,2024-08-17,1,1,3,693,3,884.9,1,20,176.98,707.92,19,1013,1,1,0,4,4,47,2,17,8,5,2,Long,0.089730979,128,0,8,Night,2,High,High,High
8022,106,2024-07-28,1,1,2,328,5,1156.58,3,0,0.0,0.0,12,471,1,0,1,4,1,0,3,28,7,6,2,Short,0.0,167,0,7,Night,1,Very High,Medium,Medium
6982,107,2024-07-03,2,0,5,841,1,646.87,4,5,129.37,0.0,21,1014,0,0,0,4,1,0,0,3,7,2,2,Long,0.0,200,0,7,Night,2,Medium,High,Very High
5243,108,2024-06-20,1,1,2,299,0,605.61,2,10,121.12,0.0,18,1698,1,0,1,4,1,0,5,20,6,3,2,Very Long,0.0,14,0,6,Night,3,Medium,Very High,High
7345,109,2024-12-07,1,1,5,761,0,549.85,3,10,164.96,0.0,14,1773,1,0,1,4,1,0,5,7,12,5,3,Very Long,0.0,76,0,12,Night,3,Medium,Very High,High
3493,110,2024-12-05,1,0,5,66,5,1289.36,2,15,386.81,0.0,4,127,1,0,1,4,1,0,5,5,12,3,3,Very Short,0.0,172,0,12,Night,0,Very High,Low,Low
8025,111,2024-05-29,0,0,5,462,6,317.14,2,10,63.43,570.85,5,1017,1,1,0,5,4,17,0,29,5,2,1,Long,0.072356947,77,0,5,Night,2,Low,High,Low
6000,112,2024-12-03,1,1,4,432,3,1490.71,3,30,1341.64,0.0,23,1102,0,0,0,4,1,0,0,3,12,1,3,Long,0.0,85,0,12,Night,2,Very High,High,Very High
5129,113,2024-01-31,1,1,1,843,1,346.05,2,5,34.61,0.0,23,1111,1,0,1,4,1,0,1,31,1,2,3,Long,0.0,34,0,1,Night,2,Low,High,Very High
5549,114,2024-04-26,0,0,2,335,4,445.17,3,15,200.33,0.0,22,826,1,0,1,4,1,0,4,26,4,4,1,Short,0.0,48,0,4,Night,1,Medium,Medium,Very High
6118,115,2024-04-20,0,1,2,376,0,297.9,3,10,89.37,0.0,6,601,0,0,0,4,1,0,3,20,4,5,1,Short,0.0,119,0,4,Night,1,Low,Medium,Low
1335,116,2024-09-11,0,0,3,55,3,1168.82,1,20,233.76,0.0,10,1159,0,0,0,4,1,0,1,11,9,2,0,Long,0.0,90,0,9,Night,2,Very High,High,Medium
2258,117,2024-08-09,1,0,1,66,0,342.89,2,10,68.58,617.2,20,855,1,1,0,3,1,30,0,9,8,4,2,Short,0.078231948,157,0,8,Night,1,Low,Medium,Very High
3209,118,2024-06-21,0,1,3,504,7,504.35,2,0,0.0,0.0,3,469,0,0,0,4,1,0,4,21,6,4,2,Short,0.0,68,0,6,Night,1,Medium,Medium,Low
2030,119,2024-04-03,0,0,2,119,5,415.02,1,0,0.0,415.02,8,1034,1,1,0,2,2,33,2,3,4,2,1,Long,0.052605028,118,0,4,Night,2,Medium,High,Medium
4956,120,2024-07-04,0,1,1,301,3,1499.58,1,20,299.92,1199.66,8,1575,1,1,0,2,6,25,4,4,7,3,2,Very Long,0.152060497,222,0,7,Night,3,Very High,Very High,Medium
7014,121,2024-04-08,1,0,0,855,5,772.57,3,10,231.77,0.0,21,166,1,0,1,4,1,0,1,8,4,0,1,Very Short,0.0,44,0,4,Night,0,High,Low,Very High
6889,122,2024-06-30,1,0,4,261,7,217.59,1,0,0.0,0.0,20,992,1,0,1,4,1,0,1,30,6,6,2,Long,0.0,175,0,6,Night,2,Low,High,Very High
5239,123,2024-05-03,2,1,1,845,6,625.89,1,5,31.29,594.6,9,1739,1,1,0,1,6,34,2,3,5,4,1,Very Long,0.07536733,86,0,5,Night,3,Medium,Very High,Medium
8694,124,2024-11-20,1,0,0,376,6,652.85,4,10,261.14,0.0,2,1756,0,0,0,4,1,0,1,20,11,2,0,Very Long,0.0,204,0,11,Night,3,Medium,Very High,Low
6086,125,2024-09-29,0,1,1,821,3,982.23,4,0,0.0,3928.92,22,1101,1,1,0,4,10,41,0,29,9,6,0,Long,0.498002373,109,0,9,Night,2,High,High,Very High
1712,126,2024-03-04,0,1,5,314,2,832.56,4,0,0.0,0.0,12,1181,0,0,0,4,1,0,4,4,3,0,1,Long,0.0,12,0,3,Night,2,High,High,Medium
7884,127,2024-12-09,1,1,1,675,2,1910.48,1,20,382.1,0.0,8,1069,0,0,0,4,1,0,1,9,12,0,3,Long,0.0,38,0,12,Night,2,Very High,High,Medium
6170,128,2024-08-28,1,1,1,134,1,107.69,4,5,21.54,409.22,2,653,1,1,0,3,1,26,5,28,8,2,2,Short,0.05186986,139,0,8,Night,1,Low,Medium,Low
6711,129,2024-05-07,1,1,3,610,2,981.34,4,0,0.0,0.0,18,1645,1,0,1,4,1,0,0,7,5,1,1,Very Long,0.0,123,0,5,Night,3,High,Very High,High
6087,130,2024-07-12,0,0,1,300,4,204.24,1,0,0.0,0.0,20,528,1,0,1,4,1,0,3,12,7,4,2,Short,0.0,64,0,7,Night,1,Low,Medium,Very High
5981,131,2024-03-12,2,1,1,753,5,237.08,1,15,35.56,0.0,20,445,1,0,1,4,1,0,1,12,3,1,1,Very Short,0.0,88,0,3,Night,0,Low,Low,Very High
1815,132,2024-01-18,0,0,1,409,0,482.79,3,15,217.26,0.0,2,903,0,0,0,4,1,0,2,18,1,3,3,Short,0.0,175,0,1,Night,1,Medium,Medium,Low
6032,133,2024-06-02,1,1,2,400,4,119.85,3,0,0.0,0.0,18,397,1,0,1,4,1,0,5,2,6,6,2,Very Short,0.0,48,0,6,Night,0,Low,Low,High
8153,134,2024-10-12,1,1,2,585,1,196.81,3,20,118.09,472.34,16,748,1,1,0,5,3,49,4,12,10,5,0,Short,0.059870509,128,0,10,Night,1,Low,Medium,High
3735,135,2024-05-08,1,0,2,492,1,157.38,1,30,47.21,110.17,5,1704,1,1,0,1,9,49,2,8,5,2,1,Very Long,0.013964377,57,0,5,Night,3,Low,Very High,Low
6424,136,2024-05-20,1,1,2,496,2,1594.29,3,0,0.0,0.0,8,987,0,0,0,4,1,0,5,20,5,0,1,Long,0.0,94,0,5,Night,2,Very High,High,Medium
1277,137,2024-12-27,1,0,3,807,5,403.3,2,0,0.0,0.0,9,1789,1,0,1,4,1,0,1,27,12,4,3,Very Long,0.0,151,0,12,Night,3,Medium,Very High,Medium
4127,138,2024-12-26,1,1,1,666,2,1425.39,2,5,142.54,0.0,23,330,1,0,1,4,1,0,5,26,12,3,3,Very Short,0.0,51,0,12,Night,0,Very High,Low,Very High
4930,139,2024-06-18,1,0,1,51,6,1922.0,4,0,0.0,0.0,19,372,1,0,1,4,1,0,5,18,6,1,2,Very Short,0.0,201,0,6,Night,0,Very High,Low,High
9843,140,2024-01-17,0,0,3,857,1,189.57,4,5,37.91,0.0,7,105,0,0,0,4,1,0,5,17,1,2,3,Very Short,0.0,52,0,1,Night,0,Low,Low,Low
2931,141,2024-09-04,0,1,2,506,3,1207.13,4,15,724.28,4104.24,9,1297,1,1,0,4,5,36,5,4,9,2,0,Long,0.520224708,118,0,9,Night,2,Very High,High,Medium
3488,142,2024-09-17,1,1,1,62,4,289.18,2,15,86.75,0.0,13,1678,0,0,0,4,1,0,5,17,9,1,0,Very Long,0.0,213,0,9,Night,3,Low,Very High,Medium
4676,143,2024-11-29,1,1,0,342,7,356.93,4,20,285.54,0.0,8,1285,0,0,0,4,1,0,5,29,11,4,0,Long,0.0,124,0,11,Night,2,Low,High,Medium
